gene_symbol, H3k27me3, H3k36me3, expression, MAE(T/F), tissue, organism
kctd12, 0.850, 0.413, 0.680, 1, Liver, mouse
kctd12, 0.897, 0.417, 0.897, 1, SmIntestine, mouse
kctd12, 0.754, 0.602, 0.951, 1, Spleen, mouse
kctd12, 0.951, 0.329, 0.906, 1, Testis, mouse
kctd12, 0.887, 0.261, 0.941, 1, Thymus, mouse
kctd12, 0.860, 0.461, 0.314, 1, C2C12_EqS, mouse
kctd12, 0.900, 0.028, 0.417, 1, C2C12, mouse
kctd12, 0.432, 0.503, 0.928, 0, CH12, mouse
kctd12, 0.947, 0.414, 0.962, 1, E14_WholeBrain, mouse
kctd12, 0.969, 0.393, 0.672, 1, Erythroblast, mouse
kctd12, 0.943, 0.266, 0.530, 1, ESBruce4, mouse
kctd12, 0.955, 0.338, 0.620, 1, ES, mouse
kctd12, 0.530, 0.438, 0.152, 1, G1E_ER, mouse
kctd12, 0.426, 0.222, 0.095, 0, G1E, mouse
kctd12, 0.233, 0.532, 0.843, 0, Lymphoblast, mouse
kctd12, 0.500, 0.513, 0.924, 1, Megakaryocyte, mouse
kctd12, 0.850, 0.245, 0.097, 1, MEL, mouse
kctd12, 0.959, 0.335, 0.758, 1, NeuronalProgenitor_(EMTAB1822), mouse
kctd12, 0.959, 0.335, 0.758, 1, NeuronalProgenitor_(GSE54016), mouse
kctd12, 0.853, 0.497, 0.956, 1, Neuron, mouse
kctd12, , , , NA, Lymphoblast_PMC3334567, mouse
kctd12, , , 0.499, 1, GM12878, human
kctd12, , , 0.417, 1, K562, human
kctd12, , , 0.527, 1, H1ESC, human
kctd12, , , 0.864, 0, HSMM, human
kctd12, , , 0.902, 0, HUVEC, human
kctd12, , , 0.894, 0, HMEC, human
kctd12, , , 0.404, 1, HCC1954, human
kctd12, , , 0.499, 1, PBMC, human
kctd12, , , , NA, B_Cell, human
pnrc2, 0.485, 0.632, 0.983, 0, Fibroblast, mouse
pnrc2, 0.353, 0.809, 0.989, 0, Bcellcd43n, mouse
pnrc2, 0.073, 0.954, 0.960, 0, Heart, mouse
pnrc2, 0.462, 0.895, 0.959, 0, Kidney, mouse
pnrc2, 0.161, 0.845, 0.941, 0, Liver, mouse
pnrc2, 0.667, 0.811, 0.963, 0, SmIntestine, mouse
pnrc2, 0.662, 0.877, 0.971, 0, Spleen, mouse
pnrc2, 0.715, 0.871, 0.905, 0, Testis, mouse
pnrc2, 0.087, 0.787, 0.979, 0, Thymus, mouse
pnrc2, 0.047, 0.959, 0.958, 0, C2C12_EqS, mouse
pnrc2, 0.266, 0.897, 0.927, 0, C2C12, mouse
pnrc2, 0.040, 0.652, 0.927, 0, CH12, mouse
pnrc2, 0.591, 0.768, 0.981, 0, E14_WholeBrain, mouse
pnrc2, 0.249, 0.953, 0.893, 0, Erythroblast, mouse
pnrc2, 0.306, 0.914, 0.969, 0, ESBruce4, mouse
pnrc2, 0.040, 0.940, 0.960, 0, ES, mouse
pnrc2, 0.076, 0.827, 0.938, 0, G1E_ER, mouse
pnrc2, 0.007, 0.684, 0.920, 0, G1E, mouse
pnrc2, 0.399, 0.623, 0.927, 0, Lymphoblast, mouse
pnrc2, 0.012, 0.784, 0.757, 0, Megakaryocyte, mouse
pnrc2, 0.441, 0.986, 0.984, 0, MEL, mouse
pnrc2, 0.390, 0.954, 0.973, 0, NeuronalProgenitor_(EMTAB1822), mouse
pnrc2, 0.390, 0.954, 0.973, 0, NeuronalProgenitor_(GSE54016), mouse
pnrc2, 0.272, 0.809, 0.915, 0, Neuron, mouse
pnrc2, , , , NA, Lymphoblast_PMC3334567, mouse
pnrc2, , , 0.938, 0, GM12878, human
pnrc2, , , 0.954, 0, K562, human
pnrc2, , , 0.956, 0, H1ESC, human
pnrc2, , , 0.899, 0, HSMM, human
pnrc2, , , 0.931, 1, HUVEC, human
pnrc2, , , 0.908, 0, HMEC, human
pnrc2, , , 0.889, 0, HCC1954, human
pnrc2, , , 0.938, 0, PBMC, human
pnrc2, , , , NA, B_Cell, human
pecam1, 0.664, 0.307, 0.422, 1, Fibroblast, mouse
pecam1, 0.267, 0.957, 0.924, 0, Bcellcd43n, mouse
pecam1, 0.327, 0.877, 0.957, 0, Heart, mouse
pecam1, 0.507, 0.517, 0.667, 1, Kidney, mouse
pecam1, 0.574, 0.534, 0.546, 1, Liver, mouse
pecam1, 0.455, 0.535, 0.457, 0, SmIntestine, mouse
pecam1, 0.168, 0.859, 0.856, 0, Spleen, mouse
pecam1, 0.414, 0.366, 0.281, 0, Testis, mouse
pecam1, 0.323, 0.823, 0.842, 0, Thymus, mouse
pecam1, 0.609, 0.185, 0.257, 1, C2C12_EqS, mouse
pecam1, 0.609, 0.327, 0.348, 1, C2C12, mouse
pecam1, 0.323, 0.629, 0.613, 0, CH12, mouse
pecam1, 0.307, 0.405, 0.451, 0, E14_WholeBrain, mouse
pecam1, 0.604, 0.432, 0.456, 1, Erythroblast, mouse
pecam1, 0.254, 0.729, 0.558, 0, ESBruce4, mouse
pecam1, 0.435, 0.740, 0.726, 0, ES, mouse
pecam1, 0.959, 0.370, 0.415, 1, G1E_ER, mouse
pecam1, 0.907, 0.388, 0.431, 1, G1E, mouse
pecam1, 0.429, 0.735, 0.843, 0, Lymphoblast, mouse
pecam1, 0.361, 0.941, 0.758, 0, Megakaryocyte, mouse
pecam1, 0.728, 0.606, 0.444, 1, MEL, mouse
pecam1, 0.547, 0.469, 0.341, 1, NeuronalProgenitor_(EMTAB1822), mouse
pecam1, 0.547, 0.469, 0.341, 1, NeuronalProgenitor_(GSE54016), mouse
pecam1, 0.676, 0.348, 0.377, 1, Neuron, mouse
pecam1, , , , NA, Lymphoblast_PMC3334567, mouse
pecam1, , , 0.458, 1, GM12878, human
pecam1, , , 0.489, 1, K562, human
pecam1, , , 0.134, 1, H1ESC, human
pecam1, , , 0.251, 1, HSMM, human
pecam1, , , 0.956, 0, HUVEC, human
pecam1, , , 0.123, 1, HMEC, human
pecam1, , , 0.615, 0, HCC1954, human
pecam1, , , 0.458, 0, PBMC, human
pecam1, , , , NA, B_Cell, human
aif1, 0.751, 0.243, 0.203, 1, Fibroblast, mouse
aif1, 0.286, 0.428, 0.545, 0, Bcellcd43n, mouse
aif1, 0.679, 0.303, 0.655, 1, Heart, mouse
aif1, 0.440, 0.190, 0.189, 0, Kidney, mouse
aif1, 0.736, 0.259, 0.743, 1, Liver, mouse
aif1, 0.335, 0.394, 0.641, 0, SmIntestine, mouse
aif1, 0.081, 0.283, 0.944, 0, Spleen, mouse
aif1, 0.446, 0.651, 0.974, 0, Testis, mouse
aif1, 0.083, 0.353, 0.684, 0, Thymus, mouse
aif1, 0.670, 0.337, 0.353, 1, C2C12_EqS, mouse
aif1, 0.659, 0.402, 0.345, 1, C2C12, mouse
aif1, 0.320, 0.444, 0.686, 0, CH12, mouse
aif1, 0.750, 0.395, 0.412, 1, E14_WholeBrain, mouse
aif1, 0.843, 0.454, 0.605, 1, Erythroblast, mouse
aif1, 0.646, 0.252, 0.428, 1, ESBruce4, mouse
aif1, 0.860, 0.380, 0.270, 1, ES, mouse
aif1, 0.946, 0.469, 0.152, 1, G1E_ER, mouse
aif1, 0.929, 0.519, 0.522, 1, G1E, mouse
aif1, 0.083, 0.161, 0.631, 0, Lymphoblast, mouse
aif1, 0.623, 0.529, 0.807, 1, Megakaryocyte, mouse
aif1, 0.130, 0.931, 0.460, 0, MEL, mouse
aif1, 0.570, 0.340, 0.341, 1, NeuronalProgenitor_(EMTAB1822), mouse
aif1, 0.570, 0.340, 0.341, 1, NeuronalProgenitor_(GSE54016), mouse
aif1, 0.811, 0.304, 0.332, 1, Neuron, mouse
aif1, , , , NA, Lymphoblast_PMC3334567, mouse
aif1, , , 0.925, 0, GM12878, human
aif1, , , 0.671, NA, K562, human
aif1, , , 0.371, 1, H1ESC, human
aif1, , , 0.118, 1, HSMM, human
aif1, , , 0.164, 1, HUVEC, human
aif1, , , 0.123, 0, HMEC, human
aif1, , , 0.113, 1, HCC1954, human
aif1, , , 0.925, 0, PBMC, human
aif1, , , , NA, B_Cell, human
slc43a3, 0.445, 0.723, 0.702, 0, Fibroblast, mouse
slc43a3, 0.201, 0.556, 0.656, 0, Bcellcd43n, mouse
slc43a3, 0.607, 0.904, 0.929, 0, Heart, mouse
slc43a3, 0.722, 0.763, 0.783, 0, Kidney, mouse
slc43a3, 0.618, 0.724, 0.762, 0, Liver, mouse
slc43a3, 0.636, 0.585, 0.576, 1, SmIntestine, mouse
slc43a3, 0.198, 0.682, 0.692, 0, Spleen, mouse
slc43a3, 0.629, 0.425, 0.312, 1, Testis, mouse
slc43a3, 0.566, 0.833, 0.677, 0, Thymus, mouse
slc43a3, 0.670, 0.460, 0.580, 1, C2C12_EqS, mouse
slc43a3, 0.748, 0.527, 0.673, 1, C2C12, mouse
slc43a3, 0.304, 0.958, 0.915, 0, CH12, mouse
slc43a3, 0.670, 0.527, 0.440, 1, E14_WholeBrain, mouse
slc43a3, 0.634, 0.995, 0.915, 0, Erythroblast, mouse
slc43a3, 0.689, 0.589, 0.428, 1, ESBruce4, mouse
slc43a3, 0.791, 0.523, 0.481, 1, ES, mouse
slc43a3, 0.573, 0.884, 0.906, 0, G1E_ER, mouse
slc43a3, 0.572, 0.810, 0.859, 0, G1E, mouse
slc43a3, 0.577, 0.891, 0.925, 0, Lymphoblast, mouse
slc43a3, 0.476, 0.835, 0.715, 0, Megakaryocyte, mouse
slc43a3, 0.227, 0.866, 0.901, 0, MEL, mouse
slc43a3, 0.611, 0.374, 0.360, 1, NeuronalProgenitor_(EMTAB1822), mouse
slc43a3, 0.611, 0.374, 0.360, 1, NeuronalProgenitor_(GSE54016), mouse
slc43a3, 0.643, 0.212, 0.269, 1, Neuron, mouse
slc43a3, , , , NA, Lymphoblast_PMC3334567, mouse
slc43a3, , , 0.925, 0, GM12878, human
slc43a3, , , 0.935, 0, K562, human
slc43a3, , , 0.704, 0, H1ESC, human
slc43a3, , , 0.753, 0, HSMM, human
slc43a3, , , 0.759, 0, HUVEC, human
slc43a3, , , 0.883, 0, HMEC, human
slc43a3, , , 0.831, 0, HCC1954, human
slc43a3, , , 0.925, 0, PBMC, human
slc43a3, , , , NA, B_Cell, human
stradb, 0.247, 0.589, 0.575, 0, Fibroblast, mouse
stradb, 0.391, 0.860, 0.775, 0, Bcellcd43n, mouse
stradb, 0.397, 0.888, 0.794, 0, Heart, mouse
stradb, 0.493, 0.953, 0.773, 0, Kidney, mouse
stradb, 0.295, 0.954, 0.765, 0, Liver, mouse
stradb, 0.319, 0.884, 0.646, 0, SmIntestine, mouse
stradb, 0.661, 0.928, 0.653, 0, Spleen, mouse
stradb, 0.718, 0.754, 0.545, 0, Testis, mouse
stradb, 0.254, 0.798, 0.587, 0, Thymus, mouse
stradb, 0.271, 0.831, 0.750, 0, C2C12_EqS, mouse
stradb, 0.455, 0.622, 0.636, 0, C2C12, mouse
stradb, 0.454, 0.566, 0.564, 0, CH12, mouse
stradb, 0.324, 0.867, 0.730, 0, E14_WholeBrain, mouse
stradb, 0.149, 0.952, 0.864, 0, Erythroblast, mouse
stradb, 0.691, 0.607, 0.507, 1, ESBruce4, mouse
stradb, 0.546, 0.554, 0.533, 1, ES, mouse
stradb, 0.123, 0.766, 0.794, 0, G1E_ER, mouse
stradb, 0.049, 0.662, 0.696, 0, G1E, mouse
stradb, 0.311, 0.601, 0.672, 0, Lymphoblast, mouse
stradb, 0.121, 0.751, 0.757, 0, Megakaryocyte, mouse
stradb, 0.224, 0.671, 0.581, 0, MEL, mouse
stradb, 0.387, 0.669, 0.649, 0, NeuronalProgenitor_(EMTAB1822), mouse
stradb, 0.387, 0.669, 0.649, 0, NeuronalProgenitor_(GSE54016), mouse
stradb, 0.348, 0.870, 0.773, 0, Neuron, mouse
stradb, , , , NA, Lymphoblast_PMC3334567, mouse
stradb, , , 0.566, 1, GM12878, human
stradb, , , 0.630, 0, K562, human
stradb, , , 0.653, 0, H1ESC, human
stradb, , , 0.860, 0, HSMM, human
stradb, , , 0.566, 0, HUVEC, human
stradb, , , 0.654, 0, HMEC, human
stradb, , , 0.586, 0, HCC1954, human
stradb, , , 0.566, 0, PBMC, human
stradb, , , , NA, B_Cell, human
rsph1, 0.882, 0.366, 0.203, 1, Fibroblast, mouse
rsph1, 0.656, 0.439, 0.267, 1, Bcellcd43n, mouse
rsph1, 0.461, 0.298, 0.565, 0, Heart, mouse
rsph1, 0.445, 0.139, 0.502, 0, Kidney, mouse
rsph1, 0.653, 0.160, 0.594, 1, Liver, mouse
rsph1, 0.572, 0.342, 0.369, 1, SmIntestine, mouse
rsph1, 0.394, 0.300, 0.482, 0, Spleen, mouse
rsph1, 0.343, 0.871, 0.974, 0, Testis, mouse
rsph1, 0.341, 0.474, 0.401, 0, Thymus, mouse
rsph1, 0.902, 0.063, 0.361, 1, C2C12_EqS, mouse
rsph1, 0.910, 0.150, 0.373, 1, C2C12, mouse
rsph1, 0.859, 0.321, 0.120, 1, CH12, mouse
rsph1, 0.715, 0.310, 0.462, 1, E14_WholeBrain, mouse
rsph1, 0.810, 0.344, 0.283, 1, Erythroblast, mouse
rsph1, 0.306, 0.286, 0.562, 0, ESBruce4, mouse
rsph1, 0.498, 0.478, 0.568, 1, ES, mouse
rsph1, 0.504, 0.384, 0.152, 1, G1E_ER, mouse
rsph1, 0.487, 0.368, 0.327, 1, G1E, mouse
rsph1, 0.898, 0.302, 0.154, 1, Lymphoblast, mouse
rsph1, 0.743, 0.464, 0.380, 1, Megakaryocyte, mouse
rsph1, 0.568, 0.645, 0.491, 0, MEL, mouse
rsph1, 0.666, 0.240, 0.402, 1, NeuronalProgenitor_(EMTAB1822), mouse
rsph1, 0.666, 0.240, 0.402, 1, NeuronalProgenitor_(GSE54016), mouse
rsph1, 0.741, 0.364, 0.400, 1, Neuron, mouse
rsph1, , , , NA, Lymphoblast_PMC3334567, mouse
rsph1, , , 0.503, 1, GM12878, human
rsph1, , , 0.152, 1, K562, human
rsph1, , , 0.134, 1, H1ESC, human
rsph1, , , 0.305, 1, HSMM, human
rsph1, , , 0.440, 1, HUVEC, human
rsph1, , , 0.380, 1, HMEC, human
rsph1, , , 0.414, 0, HCC1954, human
rsph1, , , 0.503, 1, PBMC, human
rsph1, , , , NA, B_Cell, human
kiaa0125, , , 0.806, 0, GM12878, human
kiaa0125, , , 0.312, 1, K562, human
kiaa0125, , , 0.134, 1, H1ESC, human
kiaa0125, , , 0.118, 0, HSMM, human
kiaa0125, , , 0.164, 0, HUVEC, human
kiaa0125, , , 0.123, 1, HMEC, human
kiaa0125, , , 0.365, 1, HCC1954, human
kiaa0125, , , 0.806, 1, PBMC, human
kiaa0125, , , , NA, B_Cell, human
fam135a, 0.266, 0.668, 0.705, 0, Fibroblast, mouse
fam135a, 0.837, 0.294, 0.465, 1, Bcellcd43n, mouse
fam135a, 0.189, 0.870, 0.547, 0, Heart, mouse
fam135a, 0.652, 0.930, 0.539, 0, Kidney, mouse
fam135a, 0.328, 0.929, 0.593, 0, Liver, mouse
fam135a, 0.614, 0.873, 0.757, 0, SmIntestine, mouse
fam135a, 0.888, 0.474, 0.471, 1, Spleen, mouse
fam135a, 0.588, 0.928, 0.833, 0, Testis, mouse
fam135a, 0.814, 0.364, 0.436, 1, Thymus, mouse
fam135a, 0.327, 0.878, 0.558, 0, C2C12_EqS, mouse
fam135a, 0.352, 0.646, 0.532, 0, C2C12, mouse
fam135a, 0.648, 0.387, 0.430, 1, CH12, mouse
fam135a, 0.270, 0.748, 0.727, 0, E14_WholeBrain, mouse
fam135a, 0.668, 0.481, 0.506, 1, Erythroblast, mouse
fam135a, 0.726, 0.716, 0.669, 0, ESBruce4, mouse
fam135a, 0.363, 0.607, 0.565, 0, ES, mouse
fam135a, 0.815, 0.157, 0.362, 1, G1E_ER, mouse
fam135a, 0.748, 0.149, 0.348, 1, G1E, mouse
fam135a, 0.687, 0.170, 0.154, 1, Lymphoblast, mouse
fam135a, 0.610, 0.252, 0.460, 1, Megakaryocyte, mouse
fam135a, 0.949, 0.317, 0.540, 1, MEL, mouse
fam135a, 0.232, 0.660, 0.635, 0, NeuronalProgenitor_(EMTAB1822), mouse
fam135a, 0.232, 0.660, 0.635, 0, NeuronalProgenitor_(GSE54016), mouse
fam135a, 0.173, 0.654, 0.611, 0, Neuron, mouse
fam135a, , , , NA, Lymphoblast_PMC3334567, mouse
fam135a, , , 0.486, 0, GM12878, human
fam135a, , , 0.574, 0, K562, human
fam135a, , , 0.713, 0, H1ESC, human
fam135a, , , 0.475, 0, HSMM, human
fam135a, , , 0.554, 0, HUVEC, human
fam135a, , , 0.655, 0, HMEC, human
fam135a, , , 0.113, 1, HCC1954, human
fam135a, , , 0.486, 0, PBMC, human
fam135a, , , , NA, B_Cell, human
rcl1, 0.448, 0.794, 0.555, 0, Fibroblast, mouse
rcl1, 0.106, 0.704, 0.631, 0, Bcellcd43n, mouse
rcl1, 0.335, 0.638, 0.464, 0, Heart, mouse
rcl1, 0.324, 0.638, 0.539, 0, Kidney, mouse
rcl1, 0.174, 0.842, 0.919, 0, Liver, mouse
rcl1, 0.284, 0.721, 0.473, 0, SmIntestine, mouse
rcl1, 0.165, 0.748, 0.569, 0, Spleen, mouse
rcl1, 0.150, 0.564, 0.357, 0, Testis, mouse
rcl1, 0.346, 0.666, 0.512, 0, Thymus, mouse
rcl1, 0.278, 0.784, 0.646, 0, C2C12_EqS, mouse
rcl1, 0.471, 0.809, 0.748, 0, C2C12, mouse
rcl1, 0.104, 0.885, 0.793, 0, CH12, mouse
rcl1, 0.217, 0.671, 0.446, 0, E14_WholeBrain, mouse
rcl1, 0.164, 0.830, 0.757, 0, Erythroblast, mouse
rcl1, 0.225, 0.822, 0.683, 0, ESBruce4, mouse
rcl1, 0.105, 0.799, 0.735, 0, ES, mouse
rcl1, 0.120, 0.807, 0.697, 0, G1E_ER, mouse
rcl1, 0.263, 0.880, 0.790, 0, G1E, mouse
rcl1, 0.204, 0.762, 0.711, 0, Lymphoblast, mouse
rcl1, 0.277, 0.744, 0.781, 0, Megakaryocyte, mouse
rcl1, 0.292, 0.709, 0.694, 0, MEL, mouse
rcl1, 0.437, 0.713, 0.613, 0, NeuronalProgenitor_(EMTAB1822), mouse
rcl1, 0.437, 0.713, 0.613, 0, NeuronalProgenitor_(GSE54016), mouse
rcl1, 0.456, 0.659, 0.449, 0, Neuron, mouse
rcl1, , , , NA, Lymphoblast_PMC3334567, mouse
rcl1, , , 0.769, 0, GM12878, human
rcl1, , , 0.864, 0, K562, human
rcl1, , , 0.778, 0, H1ESC, human
rcl1, , , 0.587, 0, HSMM, human
rcl1, , , 0.728, 0, HUVEC, human
rcl1, , , 0.699, 0, HMEC, human
rcl1, , , 0.861, 0, HCC1954, human
rcl1, , , 0.769, 0, PBMC, human
rcl1, , , , NA, B_Cell, human
cog1, 0.421, 0.908, 0.843, 0, Fibroblast, mouse
cog1, 0.089, 0.819, 0.864, 0, Bcellcd43n, mouse
cog1, 0.167, 0.570, 0.739, 0, Heart, mouse
cog1, 0.162, 0.730, 0.807, 0, Kidney, mouse
cog1, 0.247, 0.772, 0.720, 0, Liver, mouse
cog1, 0.104, 0.934, 0.797, 0, SmIntestine, mouse
cog1, 0.078, 0.886, 0.841, 0, Spleen, mouse
cog1, 0.163, 0.748, 0.878, 0, Testis, mouse
cog1, 0.243, 0.878, 0.809, 0, Thymus, mouse
cog1, 0.100, 0.817, 0.885, 0, C2C12_EqS, mouse
cog1, 0.509, 0.950, 0.878, 0, C2C12, mouse
cog1, 0.084, 0.934, 0.854, 0, CH12, mouse
cog1, 0.513, 0.944, 0.811, 0, E14_WholeBrain, mouse
cog1, 0.451, 0.975, 0.922, 0, Erythroblast, mouse
cog1, 0.115, 0.755, 0.697, 0, ESBruce4, mouse
cog1, 0.225, 0.900, 0.832, 0, ES, mouse
cog1, 0.393, 0.989, 0.917, 0, G1E_ER, mouse
cog1, 0.467, 0.985, 0.897, 0, G1E, mouse
cog1, 0.200, 0.885, 0.825, 0, Lymphoblast, mouse
cog1, 0.374, 0.978, 0.910, 0, Megakaryocyte, mouse
cog1, 0.462, 0.666, 0.832, 0, MEL, mouse
cog1, 0.481, 0.930, 0.870, 0, NeuronalProgenitor_(EMTAB1822), mouse
cog1, 0.481, 0.930, 0.870, 0, NeuronalProgenitor_(GSE54016), mouse
cog1, 0.382, 0.984, 0.871, 0, Neuron, mouse
cog1, , , , NA, Lymphoblast_PMC3334567, mouse
cog1, , , 0.735, 0, GM12878, human
cog1, , , 0.698, 0, K562, human
cog1, , , 0.651, 0, H1ESC, human
cog1, , , 0.725, 0, HSMM, human
cog1, , , 0.748, 0, HUVEC, human
cog1, , , 0.660, 0, HMEC, human
cog1, , , 0.700, 0, HCC1954, human
cog1, , , 0.735, 0, PBMC, human
cog1, , , , NA, B_Cell, human
ppp2cb, 0.243, 0.698, 0.873, 0, Fibroblast, mouse
ppp2cb, 0.250, 0.785, 0.823, 0, Bcellcd43n, mouse
ppp2cb, 0.128, 0.862, 0.854, 0, Heart, mouse
ppp2cb, 0.269, 0.725, 0.826, 0, Kidney, mouse
ppp2cb, 0.129, 0.743, 0.736, 0, Liver, mouse
ppp2cb, 0.247, 0.757, 0.825, 0, SmIntestine, mouse
ppp2cb, 0.218, 0.720, 0.840, 0, Spleen, mouse
ppp2cb, 0.475, 0.839, 0.852, 0, Testis, mouse
ppp2cb, 0.509, 0.816, 0.843, 0, Thymus, mouse
ppp2cb, 0.253, 0.821, 0.798, 0, C2C12_EqS, mouse
ppp2cb, 0.380, 0.747, 0.844, 0, C2C12, mouse
ppp2cb, 0.315, 0.750, 0.813, 0, CH12, mouse
ppp2cb, 0.737, 0.840, 0.899, 0, E14_WholeBrain, mouse
ppp2cb, 0.211, 0.852, 0.788, 0, Erythroblast, mouse
ppp2cb, 0.314, 0.827, 0.896, 0, ESBruce4, mouse
ppp2cb, 0.160, 0.863, 0.859, 0, ES, mouse
ppp2cb, 0.453, 0.775, 0.791, 0, G1E_ER, mouse
ppp2cb, 0.190, 0.758, 0.765, 0, G1E, mouse
ppp2cb, 0.236, 0.822, 0.856, 0, Lymphoblast, mouse
ppp2cb, 0.642, 0.763, 0.758, 0, Megakaryocyte, mouse
ppp2cb, 0.363, 0.925, 0.844, 0, MEL, mouse
ppp2cb, 0.134, 0.889, 0.864, 0, NeuronalProgenitor_(EMTAB1822), mouse
ppp2cb, 0.134, 0.889, 0.864, 0, NeuronalProgenitor_(GSE54016), mouse
ppp2cb, 0.176, 0.807, 0.857, 0, Neuron, mouse
ppp2cb, , , , NA, Lymphoblast_PMC3334567, mouse
ppp2cb, , , 0.724, 0, GM12878, human
ppp2cb, , , 0.896, 0, K562, human
ppp2cb, , , 0.885, 0, H1ESC, human
ppp2cb, , , 0.949, 0, HSMM, human
ppp2cb, , , 0.951, 0, HUVEC, human
ppp2cb, , , 0.937, 0, HMEC, human
ppp2cb, , , 0.839, 0, HCC1954, human
ppp2cb, , , 0.724, 0, PBMC, human
ppp2cb, , , , NA, B_Cell, human
islr2, 0.977, 0.062, 0.203, 1, Fibroblast, mouse
islr2, 0.976, 0.422, 0.502, 1, Bcellcd43n, mouse
islr2, 0.979, 0.372, 0.223, 1, Heart, mouse
islr2, 0.946, 0.099, 0.189, 1, Kidney, mouse
islr2, 0.977, 0.104, 0.195, 1, Liver, mouse
islr2, 0.989, 0.263, 0.257, 1, SmIntestine, mouse
islr2, 0.976, 0.325, 0.205, 1, Spleen, mouse
islr2, 0.972, 0.128, 0.377, 1, Testis, mouse
islr2, 0.980, 0.211, 0.340, 1, Thymus, mouse
islr2, 0.809, 0.048, 0.462, 1, C2C12_EqS, mouse
islr2, 0.878, 0.343, 0.422, 1, C2C12, mouse
islr2, 0.873, 0.384, 0.391, 1, CH12, mouse
islr2, 0.978, 0.578, 0.982, 1, E14_WholeBrain, mouse
islr2, 0.988, 0.416, 0.318, 1, Erythroblast, mouse
islr2, 0.882, 0.146, 0.318, 1, ESBruce4, mouse
islr2, 0.998, 0.299, 0.625, 1, ES, mouse
islr2, 0.997, 0.493, 0.467, 1, G1E_ER, mouse
islr2, 0.997, 0.470, 0.438, 1, G1E, mouse
islr2, 0.983, 0.420, 0.369, 1, Lymphoblast, mouse
islr2, 0.995, 0.379, 0.410, 1, Megakaryocyte, mouse
islr2, 0.816, 0.229, 0.097, 1, MEL, mouse
islr2, 0.999, 0.476, 0.642, 1, NeuronalProgenitor_(EMTAB1822), mouse
islr2, 0.999, 0.476, 0.642, 1, NeuronalProgenitor_(GSE54016), mouse
islr2, 0.996, 0.486, 0.776, 1, Neuron, mouse
islr2, , , , NA, Lymphoblast_PMC3334567, mouse
islr2, , , 0.403, 1, GM12878, human
islr2, , , 0.152, 1, K562, human
islr2, , , 0.134, 1, H1ESC, human
islr2, , , 0.315, 1, HSMM, human
islr2, , , 0.164, 1, HUVEC, human
islr2, , , 0.123, 1, HMEC, human
islr2, , , 0.314, 1, HCC1954, human
islr2, , , 0.403, 1, PBMC, human
islr2, , , , NA, B_Cell, human
herc5, , , 0.722, 0, GM12878, human
herc5, , , 0.312, 1, K562, human
herc5, , , 0.672, 1, H1ESC, human
herc5, , , 0.315, 1, HSMM, human
herc5, , , 0.407, 1, HUVEC, human
herc5, , , 0.446, 0, HMEC, human
herc5, , , 0.549, 0, HCC1954, human
herc5, , , 0.722, 0, PBMC, human
herc5, , , , NA, B_Cell, human
spata2l, 0.626, 0.337, 0.472, 1, Fibroblast, mouse
spata2l, 0.318, 0.545, 0.679, 0, Bcellcd43n, mouse
spata2l, 0.627, 0.326, 0.223, 1, Heart, mouse
spata2l, 0.310, 0.440, 0.773, 0, Kidney, mouse
spata2l, 0.353, 0.516, 0.899, 0, Liver, mouse
spata2l, 0.770, 0.501, 0.518, 1, SmIntestine, mouse
spata2l, 0.476, 0.532, 0.620, 1, Spleen, mouse
spata2l, 0.645, 0.593, 0.844, 1, Testis, mouse
spata2l, 0.529, 0.410, 0.692, 1, Thymus, mouse
spata2l, 0.748, 0.420, 0.632, 1, C2C12_EqS, mouse
spata2l, 0.811, 0.346, 0.598, 1, C2C12, mouse
spata2l, 0.574, 0.642, 0.611, 0, CH12, mouse
spata2l, 0.943, 0.302, 0.542, 1, E14_WholeBrain, mouse
spata2l, 0.951, 0.546, 0.675, 1, Erythroblast, mouse
spata2l, 0.582, 0.367, 0.470, 1, ESBruce4, mouse
spata2l, 0.917, 0.535, 0.548, 1, ES, mouse
spata2l, 0.851, 0.645, 0.765, 1, G1E_ER, mouse
spata2l, 0.936, 0.712, 0.712, 1, G1E, mouse
spata2l, 0.484, 0.453, 0.549, 1, Lymphoblast, mouse
spata2l, 0.874, 0.625, 0.864, 1, Megakaryocyte, mouse
spata2l, 0.440, 0.459, 0.552, 0, MEL, mouse
spata2l, 0.961, 0.606, 0.618, 1, NeuronalProgenitor_(EMTAB1822), mouse
spata2l, 0.961, 0.606, 0.618, 1, NeuronalProgenitor_(GSE54016), mouse
spata2l, 0.894, 0.810, 0.834, 0, Neuron, mouse
spata2l, , , , NA, Lymphoblast_PMC3334567, mouse
spata2l, , , 0.573, 0, GM12878, human
spata2l, , , 0.583, 0, K562, human
spata2l, , , 0.517, 1, H1ESC, human
spata2l, , , 0.565, 0, HSMM, human
spata2l, , , 0.506, 0, HUVEC, human
spata2l, , , 0.477, 0, HMEC, human
spata2l, , , 0.540, 0, HCC1954, human
spata2l, , , 0.573, 0, PBMC, human
spata2l, , , , NA, B_Cell, human
snrnp40, , , , NA, Fibroblast, mouse
snrnp40, 0.202, 0.897, 0.752, 0, Bcellcd43n, mouse
snrnp40, 0.106, 0.710, 0.680, 0, Heart, mouse
